PubMed ID,allele,order ID,EMMA ID,comment
11934865,Cd9<tm1Bcx>,,EM:01424,
14530327,Cd9<tm1Bcx>,,EM:01424,
11805154,Cd9<tm1Bcx>,,EM:01424,
14528020,Cd9<tm1Bcx>,,EM:01424,
12904583,Rbm39<Gt(U3Betageo)1Ruiz>,,EM:01515,
11704680,Rbm39<Gt(U3Betageo)1Ruiz>,,EM:01515,
8227358,Rbm39<Gt(U3Betageo)1Ruiz>,,EM:01515,
12904583,Bicral<Gt(M019E03)Wrst>,,EM:01516,
12904583,Mtf2<Gt(U3Betageo)1Ruiz>,,EM:01517,
11997514,Mtf2<Gt(U3Betageo)1Ruiz>,,EM:01517,
14993289,Uhrf1<Gt(XL796)Byg>,,EM:01518,
12084726,Uhrf1<Gt(XL796)Byg>,,EM:01518,
12058012,Uhrf1<Gt(XL796)Byg>,,EM:01518,
11161719,Uhrf1<Gt(XL796)Byg>,,EM:01518,
10984098,Uhrf1<Gt(XL796)Byg>,,EM:01518,
9880673,Uhrf1<Gt(XL796)Byg>,,EM:01518,
15820307,Kit<d18>,,EM:01541,
8189541,Tg(H2-D<b>)2Bujf,,EM:01631,
11297678,Tg(H2-D<b>)2Bujf,,EM:01631,
10333528,Hsf2<tm1Mmr>,,EM:01636,
12032072,Hsf2<tm1Mmr>,,EM:01636,
14754511,Hsf2<tm1Mmr>,,EM:01636,
1909605,H2-Ab1<tm1Doi>,,EM:01638,
8258349,H2-Ab1<tm1Doi>,,EM:01638,
2360047,H2-Ab1<tm1Doi>,,EM:01638,
1909605,B2m<tm1Unc>,,EM:01638,
8258349,B2m<tm1Unc>,,EM:01638,
2360047,B2m<tm1Unc>,,EM:01638,
1909605,Rag1<tm1Bal>,,EM:01638,
8258349,Rag1<tm1Bal>,,EM:01638,
2360047,Rag1<tm1Bal>,,EM:01638,
22194846,Prkra<rep>,,EM:01640,
20033184,Pitx3<eyl>,,EM:01641,
11694875,Brca2<tm1Brn>,,EM:01642,
15282340,Gja1<tm4Kwi>,,EM:01643,
15147297,Gja10<tm1Kwi>,,EM:01644,
17070800,Brca1<tm1Brn>,,EM:01645,
15116387,Gjd2<tm2Kwi>,,EM:01646,
15659592,Gjc1<tm1Weil>,,EM:01647,
11489951,Cd1d1<tm1Luc>,,EM:01648,
8906852,Cd1d1<tm1Luc>,,EM:01648,
12960309,Cd1d1<tm1Luc>,,EM:01648,
11489951,Nktcn1<C57BL/6J>,,EM:01648,
8906852,Nktcn1<C57BL/6J>,,EM:01648,
12960309,Nktcn1<C57BL/6J>,,EM:01648,
11489951,Stia1<C57BL/6J>,,EM:01648,
8906852,Stia1<C57BL/6J>,,EM:01648,
12960309,Stia1<C57BL/6J>,,EM:01648,
10932192,Mhdahwe5,,EM:01650,
10886017,Mhdahwe5,,EM:01650,
10932192,Mhdacra2,,EM:01651,
10886017,Mhdacra2,,EM:01651,
10932192,Mhdacra4,,EM:01652,
10886017,Mhdacra4,,EM:01652,
10932192,Mhdahwe6,,EM:01653,
10886017,Mhdahwe6,,EM:01653,
10932192,Mhdaaey19,,EM:01654,
10886017,Mhdaaey19,,EM:01654,
10932192,Mhdasma3,,EM:01655,
10886017,Mhdasma3,,EM:01655,
10932192,Mhdakta42,,EM:01656,
10886017,Mhdakta42,,EM:01656,
10932192,Mhdadea1,,EM:01660,
10886017,Mhdadea1,,EM:01660,
10932192,Myo7a<Hdb>,,EM:01663,
10886017,Myo7a<Hdb>,,EM:01663,
15389316,Myo7a<Hdb>,,EM:01663,
19463703,Myo7a<Hdb>,,EM:01663,
20043895,Myo7a<Hdb>,,EM:01663,
10932192,mhdakta43,,EM:01664,
10886017,mhdakta43,,EM:01664,
10932192,mhdacra5,,EM:01665,
10886017,mhdacra5,,EM:01665,
10932192,mhdakta44,,EM:01666,
10886017,mhdakta44,,EM:01666,
10932192,Mhdakta52,,EM:01668,
10886017,Mhdakta52,,EM:01668,
10932192,Mhdasco9,,EM:01670,
10886017,Mhdasco9,,EM:01670,
10932192,Mhdacra8,,EM:01671,
10886017,Mhdacra8,,EM:01671,
10932192,Mhdasco10,,EM:01672,
10886017,Mhdasco10,,EM:01672,
10932192,Mhdadcc8,,EM:01674,
10886017,Mhdadcc8,,EM:01674,
10932192,Ednra<m1Mhda>,,EM:01675,
10886017,Ednra<m1Mhda>,,EM:01675,
27671791,Ednra<m1Mhda>,,EM:01675,
10932192,Mhdasco11,,EM:01676,
10886017,Mhdasco11,,EM:01676,
10932191,Gena321,,EM:01695,
11929848,Egfr<Wa5>,,EM:01696,
10932191,Bhv43,,EM:01700,
10932191,Rgs18<m1H>,,EM:01701,
10932192,Tfap2a<Mhdador>,,EM:01705,
15181535,Tfap2a<Mhdador>,,EM:01705,
10886017,Tfap2a<Mhdador>,,EM:01705,
9238094,Lim2<To3>,,EM:01706,
8812411,Lim2<To3>,,EM:01706,
6877261,Lim2<To3>,,EM:01706,
11121426,Crygs<Opj>,,EM:01708,
15286800,Tg(RP3-340H11)29Kel,,EM:01709,
17565601,Tg(Slc6a3-icre)1Fto,,EM:01710,
11160299,Idd6<C57BL/6>,,EM:01711,
11160299,Klrb1c<a>,,EM:01711,
12802082,Tg(MYOD*-lacZ)#Fdz,,EM:01712,
11981757,Tg(Ttr-cre/Esr1*)1Vco,,EM:01713,
14724179,Tg(Ttr-cre/Esr1*)1Vco,,EM:01713,
2296722,Apc<Min>,,EM:01715,
10932191,Tas6,,EM:01717,
14749380,Capn5<tm1Nde>,,EM:01718,
7999308,Prnp<tm2Edin>,,EM:01719,
11839820,Sycn<tm1Rja>,,EM:01720,
7937980,Tg(TG-Gnas*R201H)1Rho,,EM:01721,
12743602,Tg(TG-Gnas*R201H)1Rho,,EM:01721,
15471946,Tg(Wap-cre)1Gsc,,EM:01722,
1373228,Prnp<tm1Cwe>,,EM:01723,
2296722,Apc<Min>,,EM:01724,
15710876,Apc<Min>,,EM:01724,
10932191,Zic2<Ku>,,EM:01725,
11869679,Tg(Ins2-crmA)27Ngkh,,EM:01726,
17094440,Tg(CD2-NPM/ALK)4Sudt,,EM:01727,
11432838,Igf2<tm4Wrk>,,EM:01732,
11432838,Igf2<tm4.1Wrk>,,EM:01733,
16272304,Tg(CD2-Ptpn11*C459S)1Axdr,,EM:01734,
15123678,Tg(EEF1A1-Socs6)1Pwg,,EM:01735,
8666928,Ptprc<tm1Holm>,,EM:01736,
8832890,Tg(H2-Ea-LACK)1Ngkh,,EM:01737,
10377151,Tg(H2-Ea-LACK)1Ngkh,,EM:01737,
11119565,Tg(H2-Ea-LACK)1Ngkh,,EM:01737,
17565601,Tg(Slc6a3-icre)1Fto,,EM:01738,
11408584,Krt5<tm1Tmm>,,EM:01740,
11408568,Krt10<tm2Tmm>,,EM:01741,
12077355,Krt10<tm2Tmm>,,EM:01741,
15482487,Krt10<tm2Tmm>,,EM:01741,
9508776,Krt18<tm1Tmm>,,EM:01743,
11013209,Krt18<tm1Tmm>,,EM:01743,
11911824,Fcgr1<tm1Jsv>,,EM:01744,
8769481,Fcgr3<tm1Jsv>,,EM:01745,
11911824,Fcgr1<tm1Jsv>,,EM:01746,
11911824,Fcgr3<tm1Jsv>,,EM:01746,
6801109,Smpd3<fro>,,EM:01747,
1793673,Smpd3<fro>,,EM:01747,
16025116,Smpd3<fro>,,EM:01747,
7558023,Tg(CEPHY285E6)67Hgc,,EM:01748,
12191765,Timm23<Gt(W023C08)Wrst>,,EM:01749,
11713477,Timm23<Gt(W023C08)Wrst>,,EM:01749,
10830167,Timm23<Gt(W023C08)Wrst>,,EM:01749,
8858146,Timm23<Gt(W023C08)Wrst>,,EM:01749,
9924800,Tkt<Gt(W126C03)Wrst>,,EM:01750,
927453,Tkt<Gt(W126C03)Wrst>,,EM:01750,
8419340,Tkt<Gt(W126C03)Wrst>,,EM:01750,
10932192,Mhdadcc3,,EM:01751,
10886017,Mhdadcc3,,EM:01751,
10932192,Mhdadea13,,EM:01752,
10886017,Mhdadea13,,EM:01752,
10932192,Mhdaabe12,,EM:01753,
10886017,Mhdaabe12,,EM:01753,
10932192,Mhdaabe14,,EM:01754,
10886017,Mhdaabe14,,EM:01754,
10932192,Mhdaabe15,,EM:01755,
10886017,Mhdaabe15,,EM:01755,
10932192,Mhdaabe21,,EM:01756,
10886017,Mhdaabe21,,EM:01756,
10932192,mhdaali17,,EM:01757,
10886017,mhdaali17,,EM:01757,
10932192,Mhdacta3,,EM:01758,
10886017,Mhdacta3,,EM:01758,
10932192,Mhdakta40,,EM:01759,
10886017,Mhdakta40,,EM:01759,
10932192,Mhdakta34,,EM:01760,
10886017,Mhdakta34,,EM:01760,
10932192,Mhdasta1,,EM:01761,
10886017,Mhdasta1,,EM:01761,
10932192,Mhdasta2,,EM:01762,
10886017,Mhdasta2,,EM:01762,
10932192,Mhdawbs8,,EM:01763,
10886017,Mhdawbs8,,EM:01763,
12432383,Del(2Hoxd12-Hoxd13)5Ddu,,EM:01764,
8188247,Hgd<aku>,,EM:01766,
10094559,Hgd<aku>,,EM:01766,
10932192,Mhdawbs6,,EM:01767,
10886017,Mhdawbs6,,EM:01767,
10932192,Mhdawbs7,,EM:01768,
10886017,Mhdawbs7,,EM:01768,
10932192,Mhdaabe16,,EM:01769,
10886017,Mhdaabe16,,EM:01769,
10932192,Mhdacco3,,EM:01770,
10886017,Mhdacco3,,EM:01770,
11106739,Spo11<tm1Mjn>,,EM:01771,
11242108,Spo11<tm1Mjn>,,EM:01771,
11807770,Spo11<tm1Mjn>,,EM:01771,
12644952,Spo11<tm1Mjn>,,EM:01771,
15640358,Spo11<tm1Mjn>,,EM:01771,
16055729,Spo11<tm1Mjn>,,EM:01771,
1968049,Spo11<tm1Mjn>,,EM:01771,
11157052,Mapk8<tm1Wag>,,EM:01772,
12447443,Mapk8<tm1Wag>,,EM:01772,
12689591,Mapk8<tm1Wag>,,EM:01772,
16000625,Mapk8<tm1Wag>,,EM:01772,
11157052,Mapk9<tm1Mka>,,EM:01773,
12447443,Mapk9<tm1Mka>,,EM:01773,
10021384,Mapk9<tm1Mka>,,EM:01773,
11920420,Mapk9<tm1Mka>,,EM:01773,
10932192,Mhdawbs13,,EM:01774,
10886017,Mhdawbs13,,EM:01774,
10932192,Mhdacco4,,EM:01775,
10886017,Mhdacco4,,EM:01775,
10932192,Mhdaabe31,,EM:01776,
10886017,Mhdaabe31,,EM:01776,
10932192,Mhdaabe26,,EM:01777,
10886017,Mhdaabe26,,EM:01777,
10932192,Mhdadea16,,EM:01778,
10886017,Mhdadea16,,EM:01778,
10932192,Mhdakta45,,EM:01779,
10886017,Mhdakta45,,EM:01779,
9130661,Lta/Tnf<tm1Fda>,,EM:01780,
7588062,Otx2<tm1Pas>,,EM:01781,
11171400,Otx2<tm1Pas>,,EM:01781,
8841200,Otx1<tm1Asim>,,EM:01782,
9477321,Otx1<tm1Asim>,,EM:01782,
15468058,B2m<tm1Unc>,,EM:01783,
15468058,Tg(HLA-A/H2-D/B2M)1Bpe,,EM:01783,
15468058,"Tg(HLA-DRA*0101,HLA-DRB1*0101)1Dma",,EM:01783,
15468058,H2-Ab1<tm1Doi>,,EM:01783,
18713466,Csrp2<tm1Rawe>,,EM:01784,
7499425,Csrp2<tm1Rawe>,,EM:01784,
8390039,Tg(Wap-Tag)8Gmn,,EM:01785,
9572491,Tg(Wap-Tag)8Gmn,,EM:01785,
11402328,Tg(Wap-Tag)8Gmn,,EM:01785,
15662539,Tg(Wap-Tag)8Gmn,,EM:01785,
11402328,Tg(Wap-TAg)12Gmn,,EM:01786,
11402328,Tg(Wap-tAg)1Gmn,,EM:01787,
12771941,Tg(Wap-HBx)1Gmn,,EM:01788,
12771941,Trp53<tm1Brd>,,EM:01788,
15790973,Axin2<tm1Wbm>,,EM:01789,
11809809,Axin2<tm1Wbm>,,EM:01789,
16291591,Tyrobp<tm1.1Viv>,,EM:01790,
16291591,Cd247<tm1Lov>,,EM:01790,
16291591,Fcer1g<tm1Rav>,,EM:01790,
16291591,Rag1<tm1Mom>,,EM:01790,
1896073,Ssial1<C57BL/6>,,EM:01791,
11937580,Ssial1<C57BL/6>,,EM:01791,
12556410,Tg(Rho-tTA)5Vmrg,,EM:01792,
17828260,Nr2f1<tm2Mist>,,EM:01793,
16319924,Phox2b<tm1(Phox2a)Mist>,,EM:01794,
16319924,Phox2a<tm1(Phox2b)Mist>,,EM:01795,
7916164,Tg(Hoxb1-cre)r4Mist,,EM:01796,
12086944,Chr 17<NOD>,,EM:01797,
15561967,Chr 17<NOD>,,EM:01797,
1896073,Chr 17<NOD>,,EM:01797,
11937580,Chr 17<NOD>,,EM:01797,
12086944,Ssial1<C57BL/6>,,EM:01797,
15561967,Ssial1<C57BL/6>,,EM:01797,
1896073,Ssial1<C57BL/6>,,EM:01797,
11937580,Ssial1<C57BL/6>,,EM:01797,
16352739,Tg(CMA1-KIT*D816V)11Libl,,EM:01800,
16352739,Tg(CMA1-KIT*D816V)18Libl,,EM:01801,
8110465,Tg(Nfh/lacZ)44AApt,,EM:01802,
9468135,Tg(Nfh/lacZ)44AApt,,EM:01802,
15289271,Tg(Nfh/lacZ)44AApt,,EM:01802,
9133426,Cd1d1<tm1Luc>,,EM:01803,
8110465,Tg(Nfh/lacZ)44AApt,,EM:01804,
9468135,Tg(Nfh/lacZ)44AApt,,EM:01804,
15289271,Tg(Nfh/lacZ)44AApt,,EM:01804,
10504710,"Tg(UBC-Dclre1c,-GFP)6Jpdv",,EM:01806,
11336668,"Tg(UBC-Dclre1c,-GFP)6Jpdv",,EM:01806,
17606631,"Tg(UBC-Dclre1c,-GFP)6Jpdv",,EM:01806,
10504710,"Tg(UBC-Xrcc4,-GFP)1Jpdv",,EM:01807,
9875844,"Tg(UBC-Xrcc4,-GFP)1Jpdv",,EM:01807,
17606631,"Tg(UBC-Xrcc4,-GFP)1Jpdv",,EM:01807,
17591625,Del(10Prmt2-Col6a1)1Yah,,EM:01808,
28993310,Del(10Prmt2-Col6a1)1Yah,,EM:01808,
17591625,Prmt2<tm1Yah>,,EM:01809,
17591625,Col6a1<tm1Yah>,,EM:01809,
19783846,Abcg1<tm1Yah>,,EM:01811,
19783846,Is(17B1)1Yah,,EM:01811,
19783846,Del(17Abcg1-Cbs)2Yah,,EM:01812,
28993310,Del(17Abcg1-Cbs)2Yah,,EM:01812,
25706610,Del(17Abcg1-Cbs)2Yah,,EM:01812,
16291591,Lat2<tm1Mal>,,EM:01813,
15477348,Lat2<tm1Mal>,,EM:01813,
12486104,Lat2<tm1Mal>,,EM:01813,
15477350,Lat2<tm1Mal>,,EM:01813,
15899851,Lat2<tm1Mal>,,EM:01813,
12514734,Lat2<tm1Mal>,,EM:01813,
8548803,Kif11<tm1Much>,,EM:01814,
10894929,Kif11<tm1Much>,,EM:01814,
18474226,Kif11<tm1Much>,,EM:01814,
14610046,Lime1<tm1Mal>,,EM:01815,
16249387,Lime1<tm1Mal>,,EM:01815,
14610044,Lime1<tm1Mal>,,EM:01815,
17918199,Lime1<tm1Mal>,,EM:01815,
3796661,Gpi1<b-m1Neu>,,EM:01816,
2344351,Gpi1<b-m1Neu>,,EM:01816,
8417789,Gpi1<b-m1Neu>,,EM:01816,
17452094,Vezt<tm1Smc>,,EM:01817,
20049712,Vezt<tm1Smc>,,EM:01817,
22745500,Vezt<tm1Smc>,,EM:01817,
14660671,Cacna2d2<ent>,,EM:01818,
15894281,Cd207<tm2Mal>,,EM:01819,
11063250,Otog<tm1Prs>,,EM:01820,
10655058,Otog<tm1Prs>,,EM:01820,
11063250,Otog<tm1Prs>,,EM:01821,
10655058,Otog<tm1Prs>,,EM:01821,
15894281,Cd207<tm3(DTR/GFP)Mal>,,EM:01822,
15199135,Rasd2<tm1Rdl>,,EM:01823,
12805223,Prnp<tm1Cwe>,,EM:01824,
12805223,Tg(Pcp2-Prnp)E330Zbz,,EM:01824,
16244655,Vps54<Gt(RRI497)Byg>,,EM:01825,
16244655,Tg(Vps54)#Mm,,EM:01826,
16413924,Tg(Cr2-cre)3Cgn,,EM:01827,
15186779,Tg(Cr2-cre)3Cgn,,EM:01827,
12805223,Prnp<tm1Cwe>,,EM:01828,
12805223,Tg(Pcp2-Prnp)F332Zbz,,EM:01828,
16244655,Vps54<wr>,,EM:01831,
12805223,Prnp<tm1Cwe>,,EM:01836,
12805223,Tg(Pcp2-Prnp)F13Zbz,,EM:01836,
15888663,Prnp<tm1Cwe>,,EM:01837,
15888663,Tg(Eno2-Prnp)#Aag,,EM:01837,
15229245,Tg(Mbp/Prnp)640Zbz,,EM:01838,
16289584,Tg(Nefh/EGFP)1Eyer,,EM:01839,
10932191,Fbxl3<Afh>,,EM:01841,
10932191,Gck<Gena348>,,EM:01842,
15161764,Gck<Gena348>,,EM:01842,
10932191,Rasgrf1<enu2H>,,EM:01843,
12925882,Rasgrf1<enu2H>,,EM:01843,
10932191,Snap25<Bdr>,,EM:01844,
17283335,Snap25<Bdr>,,EM:01844,
8832890,Tg(H2-Ea-LACK)1Ngkh,,EM:01846,
11403965,Dync1h1<Loa>,,EM:01847,
10391218,Ebp<Td>,,EM:01848,
10932191,M54b,,EM:01849,
10932191,Foxq1<sa>,,EM:01849,
10932191,M412b,,EM:01850,
11641716,M412b,,EM:01850,
10932191,Foxq1<sa>,,EM:01850,
11641716,Foxq1<sa>,,EM:01850,
10932191,M1616b,,EM:01851,
11641716,M1616b,,EM:01851,
10932191,Foxq1<sa>,,EM:01851,
11641716,Foxq1<sa>,,EM:01851,
10932191,M1645b,,EM:01852,
11641716,M1645b,,EM:01852,
10932191,Foxq1<sa>,,EM:01852,
11641716,Foxq1<sa>,,EM:01852,
10932191,M369b,,EM:01853,
11641716,M369b,,EM:01853,
10932191,Foxq1<sa>,,EM:01853,
11641716,Foxq1<sa>,,EM:01853,
10932192,Chold5,,EM:01855,
10886013,Chold5,,EM:01855,
10886016,Chold5,,EM:01855,
11187959,Chold5,,EM:01855,
10886017,Chold5,,EM:01855,
10932192,Chold6,,EM:01856,
10886013,Chold6,,EM:01856,
10886016,Chold6,,EM:01856,
11187959,Chold6,,EM:01856,
10932191,M1073b,,EM:01857,
11641716,M1073b,,EM:01857,
10932191,Foxq1<sa>,,EM:01857,
11641716,Foxq1<sa>,,EM:01857,
10932191,M1185b,,EM:01858,
11641716,M1185b,,EM:01858,
10932191,Foxq1<sa>,,EM:01858,
11641716,Foxq1<sa>,,EM:01858,
10932191,Sox4<M91Ark>,,EM:01859,
11641716,Sox4<M91Ark>,,EM:01859,
10932191,Foxq1<sa>,,EM:01859,
11641716,Foxq1<sa>,,EM:01859,
10932192,Chold2,,EM:01860,
10886013,Chold2,,EM:01860,
10886016,Chold2,,EM:01860,
11187959,Chold2,,EM:01860,
10932192,Chold7,,EM:01861,
10886013,Chold7,,EM:01861,
10886016,Chold7,,EM:01861,
11187959,Chold7,,EM:01861,
10932192,Chold8,,EM:01862,
10886013,Chold8,,EM:01862,
10886016,Chold8,,EM:01862,
11187959,Chold8,,EM:01862,
17554576,Chold8,,EM:01862,
10932192,Chold4,,EM:01863,
10886013,Chold4,,EM:01863,
10886016,Chold4,,EM:01863,
11187959,Chold4,,EM:01863,
10932192,Chold1,,EM:01864,
10886013,Chold1,,EM:01864,
10886016,Chold1,,EM:01864,
11187959,Chold1,,EM:01864,
10932192,Chold11,,EM:01865,
10886013,Chold11,,EM:01865,
10886016,Chold11,,EM:01865,
11187959,Chold11,,EM:01865,
10932192,Chold9,,EM:01866,
10886013,Chold9,,EM:01866,
10886016,Chold9,,EM:01866,
11187959,Chold9,,EM:01866,
16459298,Sufu<tm1Rto>,,EM:01867,
10932191,M624b,,EM:01868,
11641716,M624b,,EM:01868,
10932191,Foxq1<sa>,,EM:01868,
11641716,Foxq1<sa>,,EM:01868,
10932192,cholr1b,,EM:01869,
10886013,cholr1b,,EM:01869,
10886016,cholr1b,,EM:01869,
11187959,cholr1b,,EM:01869,
10886017,cholr1b,,EM:01869,
16303751,Tg(RP21-186P4)55Jmd,,EM:01874,
10950924,Tg(RP21-186P4)55Jmd,,EM:01874,
16314073,Uros<tm1Cged>,,EM:01875,
7873885,Uros<tm1Cged>,,EM:01875,
8946173,Uros<tm1Cged>,,EM:01875,
7607680,Uros<tm1Cged>,,EM:01875,
10644678,Uros<tm1Cged>,,EM:01875,
10932191,sau,,EM:01876,
11641716,sau,,EM:01876,
10932191,Foxq1<sa>,,EM:01876,
11641716,Foxq1<sa>,,EM:01876,
10932191,M241b,,EM:01877,
11641716,M241b,,EM:01877,
10932191,Foxq1<sa>,,EM:01877,
11641716,Foxq1<sa>,,EM:01877,
10932191,M876b,,EM:01878,
11641716,M876b,,EM:01878,
10932191,Foxq1<sa>,,EM:01878,
11641716,Foxq1<sa>,,EM:01878,
10932191,Pedm15,,EM:01879,
10932191,Tm13,,EM:01880,
10932191,Tm4,,EM:01881,
8733121,Tg(PMP22)C22Clh,,EM:01883,
9467003,Tg(PMP22)C22Clh,,EM:01883,
10932191,Recb13,,EM:01887,
3796661,Tpi1<a-M1Neu>,,EM:01888,
2040452,Tpi1<a-M1Neu>,,EM:01888,
7739600,Tpi1<a-M1Neu>,,EM:01888,
3796661,Tpi1<a-M3Neu>,,EM:01889,
2040452,Tpi1<a-M3Neu>,,EM:01889,
7739600,Tpi1<a-M3Neu>,,EM:01889,
3796661,Tpi1<a-M4Neu>,,EM:01890,
2040452,Tpi1<a-M4Neu>,,EM:01890,
7739600,Tpi1<a-M4Neu>,,EM:01890,
10932191,Rec9,,EM:01893,
10932191,Tm26,,EM:01894,
12672078,Tg(Vpreb1-IL2RB)F133Ilm,,EM:01895,
10932191,Gena391,,EM:01896,
10932191,Col2a1<Lpk>,,EM:01897,
22028304,Col2a1<Lpk>,,EM:01897,
10932191,Chd7<Todo>,,EM:01900,
10932191,Gena200,,EM:01901,
10932191,Chd7<Edy>,,EM:01902,
10932191,Sagg,,EM:01903,
10932191,Chd7<Dz>,,EM:01904,
10932191,Gena40,,EM:01905,
10932191,Vng,,EM:01906,
10932191,Fers,,EM:01907,
11929848,Rwhs,,EM:01908,
3796661,Gapdh<m1Neu>,,EM:01910,
2040452,Gapdh<m1Neu>,,EM:01910,
10886019,Gapdh<m1Neu>,,EM:01910,
2040452,Gapdh<m4Neu>,,EM:01911,
3960038,Gapdh<m4Neu>,,EM:01911,
16435366,Gjc3<tm1.1Kwi>,,EM:01913,
16449318,Gja1<tm6.2(Gjb3)Kwi>,,EM:01914,
16571663,Gjd3<tm1.1Kwi>,,EM:01915,
10949025,Tg(Lck-AVEN)1Zrng,,EM:01916,
7835338,Tg(Lck-AVEN)1Zrng,,EM:01916,
15761846,Tg(Lck-CFLAR)1Zrng,,EM:01919,
9586634,Tg(Lck-FADD)1Hed,,EM:01920,
16413924,Ikbkb<tm2Cgn>,,EM:01921,
12075355,Ikbkb<tm2Cgn>,,EM:01921,
12235208,Ikbkb<tm2Cgn>,,EM:01921,
14499113,Ikbkb<tm2Cgn>,,EM:01921,
14561702,Ikbkb<tm2Cgn>,,EM:01921,
15070758,Ikbkb<tm2Cgn>,,EM:01921,
15265889,Ikbkb<tm2Cgn>,,EM:01921,
15776110,Ikbkb<tm2Cgn>,,EM:01921,
16286924,Ikbkb<tm2Cgn>,,EM:01921,
16397523,Ikbkb<tm2Cgn>,,EM:01921,
17082241,Tg(CMV-CAST)PM194Lbau,,EM:01922,
11239429,Dbx1<tm1Tmj>,,EM:01923,
15134635,Dbx1<tm1Tmj>,,EM:01923,
16041369,Dbx1<tm2(cre)Apie>,,EM:01924,
20680010,Dbx1<tm3Apie>,,EM:01925,
16041369,Dbx1<tm1(DTA)Apie>,,EM:01926,
16291591,Lat<tm5.1Mal>,,EM:01941,
15477348,Lat<tm5.1Mal>,,EM:01941,
12970761,Lat<tm5.1Mal>,,EM:01941,
15470052,Lat<tm5.1Mal>,,EM:01941,
16102570,Lat<tm5.1Mal>,,EM:01941,
11929848,Pax2<Opdc>,,EM:01942,
20943750,Pax2<Opdc>,,EM:01942,
10932191,Nsdhl<Bpa-8H>,,EM:01943,
14567972,Nsdhl<Bpa-8H>,,EM:01943,
10932191,Xpna,,EM:01944,
18209052,Foxp3.1<tm1Mal>,,EM:01945,
3796661,Pklr<M1Neu>,,EM:01946,
1802805,Pklr<M1Neu>,,EM:01946,
10932191,Mut1305,,EM:01948,
10932191,Mut1264,,EM:01949,
10932191,Mut1293,,EM:01950,
10932191,Mut1602,,EM:01951,
17612398,Kit<Whc1>,,EM:01957,
19546318,Hoxd13<Dyc>,,EM:01958,
16741123,Tg(ITGAM-cre)2781Gkl,,EM:01967,
15289505,Tnfrsf1a<tm1.1Gkl>,,EM:01968,
8879212,Tnf<tm1Gkl>,,EM:01969,
16428431,Tollip<tm1Kbns>,,EM:01970,
9729046,Tg(Igk-VOx1*/Igkj5/Igk-C*)17.96Crey,,EM:01971,
11937519,Polm<tm1Crey>,,EM:01972,
12932354,Polm<tm1Crey>,,EM:01972,
11937519,Poll<tm1Crey>,,EM:01973,
10932191,Pedm29,,EM:01974,
10932191,Pedm25,,EM:01975,
10932191,Mut1397,,EM:01976,
10932191,Mut1488,,EM:01977,
12477932,Bclaf1<tm1Lfmp>,,EM:01978,
14621295,Bclaf1<tm1Lfmp>,,EM:01978,
11591653,Bclaf1<tm1Lfmp>,,EM:01978,
19270698,Bclaf1<tm1Lfmp>,,EM:01978,
12477932,Bclaf1<tm1Lfmp>,,EM:01979,
14621295,Bclaf1<tm1Lfmp>,,EM:01979,
11591653,Bclaf1<tm1Lfmp>,,EM:01979,
19270698,Bclaf1<tm1Lfmp>,,EM:01979,
15343335,Tg(Fabp1-NTN1)6Mhln,,EM:01980,
15343335,Tg(Fabp1-NTN1)3Mhln,,EM:01981,
8262064,M6pr<tm1Psa>,,EM:01985,
7925385,M6pr<tm1Psa>,,EM:01985,
11161467,Gpr149<tm1Yab>,,EM:01986,
9356508,Gpr149<tm1Yab>,,EM:01986,
12065666,Gpr149<tm1Yab>,,EM:01986,
19783846,Dp(17Abcg1-Cbs)1Yah,,EM:01987,
28993310,Dp(17Abcg1-Cbs)1Yah,,EM:01987,
11592076,Kit<W>,,EM:01988,
42904,Kit<W>,,EM:01988,
11592076,Cd44<tm2.1Ugu>,,EM:01988,
42904,Cd44<tm2.1Ugu>,,EM:01988,
42904,Kit<W>,,EM:01989,
10859330,Cd44<tm1.1Ugu>,,EM:01990,
11721059,Cd44<tm1.1Ugu>,,EM:01990,
9661074,Cd44<tm1.1Ugu>,,EM:01990,
11342566,Cd44<tm1.1Ugu>,,EM:01990,
10859330,Spp1<tm1Rit>,,EM:01990,
11721059,Spp1<tm1Rit>,,EM:01990,
9661074,Spp1<tm1Rit>,,EM:01990,
11342566,Spp1<tm1Rit>,,EM:01990,
10859330,Cd44<tm1Ugu>,,EM:01991,
11721059,Cd44<tm1Ugu>,,EM:01991,
9661074,Cd44<tm1Ugu>,,EM:01991,
11342566,Cd44<tm1Ugu>,,EM:01991,
10859330,Spp1<tm1Rit>,,EM:01991,
11721059,Spp1<tm1Rit>,,EM:01991,
9661074,Spp1<tm1Rit>,,EM:01991,
11342566,Spp1<tm1Rit>,,EM:01991,
10859330,Cd44<tm2.1Ugu>,,EM:01992,
11721059,Cd44<tm2.1Ugu>,,EM:01992,
9661074,Cd44<tm2.1Ugu>,,EM:01992,
11342566,Cd44<tm2.1Ugu>,,EM:01992,
10859330,Spp1<tm1Rit>,,EM:01992,
11721059,Spp1<tm1Rit>,,EM:01992,
9661074,Spp1<tm1Rit>,,EM:01992,
11342566,Spp1<tm1Rit>,,EM:01992,
11721059,Spp1<tm1Rit>,,EM:01993,
9661074,Spp1<tm1Rit>,,EM:01993,
11342566,Spp1<tm1Rit>,,EM:01993,
10859330,Cd44<tm1.1Ugu>,,EM:01994,
