PubMed ID,allele,order ID,EMMA ID,comment
26987019,"Tg(tetO-Hgf,-EGFP)24Tcre",,EM:04364,
8831492,Tg(Myh6-tTA)6Smbf,,EM:04365,
20739404,Thra<tm4.1Ven>,,EM:04369,
20709911,Thra<tm4.1Ven>,,EM:04369,
15784609,Tg(CAG-cre)1Nagy,,EM:04371,
9635194,Tg(CMV-cre)1Nagy,,EM:04372,
14623822,Fgf3<tm1Sng>,,EM:04387,
10589691,Scnn1b<tm1.1Ipt>,,EM:04397,
12684224,Scnn1b<tm1.1Ipt>,,EM:04397,
12937297,Scnn1b<tm1.1Ipt>,,EM:04397,
15513933,Scnn1b<tm1.1Ipt>,,EM:04397,
16166161,Scnn1b<tm1.1Ipt>,,EM:04397,
17430990,Scnn1b<tm1.1Ipt>,,EM:04397,
11857811,Scnn1a<tm1.1Hum>,,EM:04398,
19036848,Scnn1b<tm1.1Hum>,,EM:04399,
29107074,Scnn1b<tm1.1Hum>,,EM:04399,
19036848,Scnn1g<tm1.1Hum>,,EM:04400,
8589728,Scnn1a<tm1Rss>,,EM:04401,
11857812,Prss8<tm1Hum>,,EM:04402,
24293254,Lamb2<npht>,,EM:04407,
17021036,Nr2f1<tm1Mist>,,EM:04420,
7604039,Mfge8<Gt(KST227)Byg>,,EM:04423,
15834428,Mfge8<Gt(KST227)Byg>,,EM:04423,
16195353,Mfge8<Gt(KST227)Byg>,,EM:04423,
7604039,Mfge8<Gt(KST227)Byg>,,EM:04424,
15834428,Mfge8<Gt(KST227)Byg>,,EM:04424,
16195353,Mfge8<Gt(KST227)Byg>,,EM:04424,
17577581,Abca3<tm1Holz>,,EM:04425,
17591625,Prmt2<tm1Yah>,,EM:04462,
2366866,Tg(Mt1-SERPINE1)1Upj,,EM:04468,
12052898,Gstz1<tm1Jmfc>,,EM:04481,
18779345,Egr2<tm3Pch>,,EM:04482,
18779345,Tg(CD2-icre)4Kio,,EM:04482,
12172545,"Tg(TcraMataHari,TcrbMatahari)#Lantz",,EM:04492,
12172545,Rag2<tm1Fwa>,,EM:04492,
8855286,Tg(Cebpb-tTA)5Bjd,,EM:04498,
19621440,Tg(CD19-cre/ERT2)1Jsv,,EM:04499,
19473725,Tg(Gjc1/EGFP)L43Kwi,,EM:04505,
19278296,Tg(Tcra-V19-J33)#Lantz,,EM:04508,
19278296,Tg(Tcrb-V6)#Lantz,,EM:04508,
19278296,Rag2<tm1Fwa>,,EM:04508,
19278296,Ptprc<a>,,EM:04508,
19278296,Tcra<tm1Mjo>,,EM:04509,
19278296,Tg(Tcra-V19-J33)#Lantz,,EM:04509,
19278296,Tg(Tcrb-V6)#Lantz,,EM:04509,
19278296,Tap1<tm1Arp>,,EM:04509,
19278296,Cd74<tm1Doi>,,EM:04509,
19278296,Mr1<tm1Gfn>,,EM:04509,
17462783,Tg(Afp-lacZ)1Scnch,,EM:04533,
19417740,Tg(Afp-lacZ)1Scnch,,EM:04533,
19102749,Eya3<Gt(W096D02)Wrst>,,EM:04534,
9288969,Dazl<tm1Hjc>,,EM:04536,
17339376,Syce2<Gt(FHCRC-GT-S8-7E1)Sor>,,EM:04537,
19247432,Syce1<tm1Hgu>,,EM:04538,
20416375,Nr1i2<tm1Sakl>,,EM:04546,
20711993,"Tg(Cdh5-cre,-GFP)21Msri",,EM:04549,
23761404,Tg(Prnp/PRNP*AHQ)EF50Pcg,,EM:04554,
11731613,Thra<tm2Ven>,,EM:04560,
11138006,Thra<tm2Ven>,,EM:04560,
19270698,Bclaf1<tm1Lfmp>,,EM:04561,
19008920,Bclaf1<tm1Lfmp>,,EM:04561,
19270698,Tg(Nes-cre)1Kln,,EM:04561,
19008920,Tg(Nes-cre)1Kln,,EM:04561,
19270698,Bclaf1<tm1Lfmp>,,EM:04562,
19008920,Bclaf1<tm1Lfmp>,,EM:04562,
19270698,Tg(Vav1-cre)1Cgp,,EM:04562,
19008920,Tg(Vav1-cre)1Cgp,,EM:04562,
19696184,Tg(Rip-RASA1*)1Wid,,EM:04569,
16166161,Scnn1b<tm1Ipt>,,EM:04574,
17430990,Scnn1b<tm1Ipt>,,EM:04574,
9990093,Scnn1b<tm1Ipt>,,EM:04574,
17334998,Tg(myl2-cre)1118Tmhn,,EM:04575,
15621361,Scn10a<tm2(cre)Jwo>,,EM:04582,
31253755,Scn10a<tm2(cre)Jwo>,,EM:04582,
20600924,Tg(Slc17a6-icre)1Oki,,EM:04587,
16107710,Gpx4<tm1Marc>,,EM:04603,
19371626,Ahr<tm1Bra>,,EM:04604,
19371626,Tg(EEF1A1-Ahr*)1Pjvt,,EM:04604,
19371626,Tg(EEF1A1-Ahr)1Pjvt,,EM:04605,
19371626,Ahr<tm1Bra>,,EM:04605,
8026519,"Tg(TcraBM3.3,TcrbBM3.3)1Alm",,EM:04614,
12904583,Cbx5<Gt(W205C07)Wrst>,,EM:04623,
19836960,Nkain4<Gt(M076C04)Vmel>,,EM:04625,
16478711,Nkain4<Gt(M076C04)Vmel>,,EM:04625,
18703536,"Tg(tetO-AGTR1,-lacZ)1Aco",,EM:04643,
17095718,Gp1bb<tm1Frla>,,EM:04644,
18505827,Del(7Ifitm5-Ifitm6)1Masu,,EM:04653,
20064371,Del(7Ifitm5-Ifitm6)1Masu,,EM:04653,
18505827,Ifitm3<tm1Masu>,,EM:04654,
20064371,Ifitm3<tm1Masu>,,EM:04654,
7624775,Nr4a1<tm1Jmi>,,EM:04655,
7623827,Nr4a1<tm1Jmi>,,EM:04655,
9466414,Nr4a1<tm1Jmi>,,EM:04655,
17515897,Nr4a1<tm1Jmi>,,EM:04655,
19741162,Nr4a1<tm1Jmi>,,EM:04655,
18268105,Tdgf1<tm1.1Gmin>,,EM:04657,
16980622,Psip1<Gt(betageo)1Hgs>,,EM:04660,
18039842,Ehmt2<Gt(ES62)Feil>,,EM:04661,
18988810,Ehmt2<Gt(ES62)Feil>,,EM:04661,
18988810,Zfp647<Gt(ES492)Hgs>,,EM:04662,
19258395,Zfp647<Gt(ES492)Hgs>,,EM:04662,
18988810,Zfp647<Gt(ES492)Hgs>,,EM:04663,
19258395,Zfp647<Gt(ES492)Hgs>,,EM:04663,
19826619,Tg(tetO-Creb*)100Brco,,EM:04664,
19213815,Tg(tetO-Creb*)95Brco,,EM:04665,
21248256,Klra5<tm1.1Cgbr>,,EM:04669,
12835757,Mrc2<tm1Cmi>,,EM:04674,
12835757,Mrc2<tm1Cmi>,,EM:04675,
12088410,Mrc2<tm1Cmi>,,EM:04675,
12835757,Tg(UBC-GFP)30Scha,,EM:04675,
12088410,Tg(UBC-GFP)30Scha,,EM:04675,
12835757,Mrc2<tm1Cmi>,,EM:04676,
9175875,Mrc2<tm1Cmi>,,EM:04676,
12835757,Tg(CAG-EGFP)1Osb,,EM:04676,
9175875,Tg(CAG-EGFP)1Osb,,EM:04676,
19536672,Ppargc1b<tm1.1Avp>,,EM:04679,
17090215,Ppargc1b<tm1.1Avp>,,EM:04679,
16611999,Cadm1<tm1.2Brd>,,EM:04714,
20200330,Tg(tetO-Spp1)5Gad,,EM:04730,
18772499,Tg(tetO-Spp1)5Gad,,EM:04730,
18453615,Tg(Itgax-BCL2)1Ple,,EM:04747,
19380622,Tg(Itgax-BCL2)1Ple,,EM:04747,
19307478,Hprt<tm1(Cd68-BCL2)Ple>,,EM:04748,
14614079,Hprt<tm1(Cd68-BCL2)Ple>,,EM:04748,
20133851,Phox2a<tm2Jbr>,,EM:04758,
18703536,"Tg(tetO-AGTR1*N111G,-lacZ)1Aco",,EM:04761,
1822431,Tyr<c-m>,,EM:04764,
15572362,Tyr<c-m>,,EM:04764,
1822431,Tyr<c>,,EM:04764,
15572362,Tyr<c>,,EM:04764,
15826307,Cdkn2a<tm1Rdp>,,EM:04766,
8620534,Cdkn2a<tm1Rdp>,,EM:04766,
15826307,Tyr<c-32DSD>,,EM:04767,
7681531,Tyr<c-32DSD>,,EM:04767,
15826307,Tyr<c>,,EM:04767,
7681531,Tyr<c>,,EM:04767,
15572362,Tyr<c-em>,,EM:04769,
15572362,Tyr<c>,,EM:04769,
14627990,Tg(Wap-Hgf)402Mig,,EM:04774,
16424394,Tg(Wap-Hgf)402Mig,,EM:04774,
17194700,"Tg(tetO-TPR/MET,-EGFP)12Tcre",,EM:04778,
21360304,"Tg(tetO-TPR/MET,-EGFP)12Tcre",,EM:04778,
27298830,"Tg(tetO-TPR/MET,-EGFP)12Tcre",,EM:04778,
26924269,"Tg(tetO-TPR/MET,-EGFP)12Tcre",,EM:04778,
20418531,Tg(Eno2-MFN2*R94Q)L87Ugfm,,EM:04781,
20418531,Tg(Eno2-MFN2)L916Ugfm,,EM:04782,
11105051,Gt(ROSA)26Sor<tm1(FLP1)Wtsi>,,EM:04784,
19525957,Gt(ROSA)26Sor<tm1(FLP1)Wtsi>,,EM:04784,
15964824,Klf7<tm1Rmz>,,EM:04785,
16413924,Tg(Cr2-cre)3Cgn,,EM:04787,
15186779,Tg(Cr2-cre)3Cgn,,EM:04787,
16741123,Tg(ITGAM-cre)2781Gkl,,EM:04788,
15289505,Tnfrsf1a<tm1.1Gkl>,,EM:04789,
8879212,Tnf<tm1Gkl>,,EM:04790,
10204494,Tnf<tm1Gkl>,,EM:04790,
16983719,Tnf<tm3Gkl>,,EM:04791,
16413924,Tnfrsf1a<tm2Gkl>,,EM:04792,
18505827,Del(7Ifitm5-Ifitm6)1Masu,,EM:04804,
20064371,Del(7Ifitm5-Ifitm6)1Masu,,EM:04804,
18505827,Ifitm3<tm1Masu>,,EM:04805,
20064371,Ifitm3<tm1Masu>,,EM:04805,
16611999,Cadm1<tm1.2Brd>,,EM:04806,
11105051,Gt(ROSA)26Sor<tm1(FLP1)Wtsi>,,EM:04830,
19525957,Gt(ROSA)26Sor<tm1(FLP1)Wtsi>,,EM:04830,
18040647,Wt1<tm1Mlh>,,EM:04835,
15916118,Crsl,,EM:04837,
15916118,Chd7<Whi>,,EM:04838,
16207732,Chd7<Whi>,,EM:04838,
19809474,Chd7<Whi>,,EM:04838,
19855134,Chd7<Whi>,,EM:04838,
19363478,Mir96<Dmdo>,,EM:04839,
11259677,Jag1<Mhdahtu>,,EM:04840,
20015245,MSO-Fast,,EM:04844,
20015245,MSO-Slow,,EM:04845,
15630379,Fgfr1<Hspy>,,EM:04846,
15630379,Jag1<Yo>,,EM:04847,
12405956,Grxcr1<pi-tde>,,EM:04848,
20137774,Grxcr1<pi-tde>,,EM:04848,
20137778,Grxcr1<pi-tde>,,EM:04848,
20137778,Sox2<ysb>,,EM:04849,
12036291,Sox2<ysb>,,EM:04849,
15846349,Sox2<ysb>,,EM:04849,
18996172,Cdh23<v>,,EM:04851,
14648237,Cdh23<v>,,EM:04851,
14609561,Cdh23<v>,,EM:04851,
11750125,Cdh23<v>,,EM:04851,
11386759,Cdh23<v>,,EM:04851,
13336002,Cdh23<v>,,EM:04851,
13336002,Myo7a<sh1>,,EM:04852,
9435277,Myo7a<sh1>,,EM:04852,
9186010,Myo7a<sh1>,,EM:04852,
7870172,Myo7a<sh1>,,EM:04852,
6627025,Myo7a<sh1>,,EM:04852,
5795329,Myo7a<sh1>,,EM:04852,
14198707,Myo7a<sh1>,,EM:04852,
14648237,Myo7a<4626SB>,,EM:04853,
9435277,Myo7a<4626SB>,,EM:04853,
9186010,Myo7a<4626SB>,,EM:04853,
7870172,Myo7a<4626SB>,,EM:04853,
18160714,Myo7a<4626SB>,,EM:04853,
11753415,Myo7a<4626SB>,,EM:04853,
12121736,Myo7a<4626SB>,,EM:04853,
11222540,Myo7a<4626SB>,,EM:04853,
10224267,Myo7a<4626SB>,,EM:04853,
8625802,Nodal<tm1Rob>,,EM:04858,
16678814,Nodal<tm1Rob>,,EM:04858,
16728477,Nodal<tm1Rob>,,EM:04858,
17170062,Cdkn1a<tm1Tyj>,,EM:04869,
7566157,Cdkn1a<tm1Tyj>,,EM:04869,
9435277,Myo7a<sh1-6J>,,EM:04875,
9186010,Myo7a<sh1-6J>,,EM:04875,
7870172,Myo7a<sh1-6J>,,EM:04875,
11753415,Myo7a<sh1-6J>,,EM:04875,
9680294,Myo7a<sh1-6J>,,EM:04875,
7324900,Myo7a<sh1-6J>,,EM:04875,
9384575,Ryr3<tm1Vso>,,EM:04883,
20643125,"Tg(NES/TK-PDGFB,-lacZ)310Kfn",,EM:04884,
22880002,"Tg(NES/TK-PDGFB,-lacZ)310Kfn",,EM:04884,
20643125,"Tg(NES/TK-PDGFB,-lacZ)312Kfn",,EM:04887,
15763133,Slc6a4<tm1(cre)Xz>,,EM:04890,
18599790,Slc6a4<tm1(tTA)Cogr>,,EM:04891,
16908411,Tg(dlx5a-cre)1Mekk,,EM:04892,
15763133,Slc6a3<tm1(cre)Xz>,,EM:04893,
12405956,Grxcr1<pi-tde>,,EM:04895,
20137774,Grxcr1<pi-tde>,,EM:04895,
20137778,Grxcr1<pi-tde>,,EM:04895,
18996172,Cdh23<v>,,EM:04896,
14648237,Cdh23<v>,,EM:04896,
14609561,Cdh23<v>,,EM:04896,
11750125,Cdh23<v>,,EM:04896,
11386759,Cdh23<v>,,EM:04896,
13336002,Cdh23<v>,,EM:04896,
14648237,Myo7a<4626SB>,,EM:04897,
9435277,Myo7a<4626SB>,,EM:04897,
9186010,Myo7a<4626SB>,,EM:04897,
7870172,Myo7a<4626SB>,,EM:04897,
18160714,Myo7a<4626SB>,,EM:04897,
11753415,Myo7a<4626SB>,,EM:04897,
12121736,Myo7a<4626SB>,,EM:04897,
11222540,Myo7a<4626SB>,,EM:04897,
10224267,Myo7a<4626SB>,,EM:04897,
15389316,Myo7a<4626SB>,,EM:04897,
15630379,Jag1<Yo>,,EM:04899,
10097150,Tg(IRF1-Prnp)94Cwe,,EM:04911,
10097150,Prnp<tm1Cwe>,,EM:04911,
15130877,Mchr1<tm1Ohl>,,EM:04912,
15607734,Mchr1<tm1Ohl>,,EM:04912,
10803590,Fshr<tm1Mha>,,EM:04913,
19389353,Six1<Cwe>,,EM:04914,
16207732,Chd7<Flo>,,EM:04915,
15353999,Chd7<Flo>,,EM:04915,
15353999,Atp2b2<Obv>,,EM:04916,
18974863,Atp2b2<Obv>,,EM:04916,
10900098,Myo6<Mhdatlc>,,EM:04917,
18833301,Myo6<Mhdatlc>,,EM:04917,
10900098,Ostm1<om>,,EM:04918,
18833301,Ostm1<om>,,EM:04918,
15916118,Crsl,,EM:04919,
11259677,Jag1<Mhdahtu>,,EM:04920,
15630379,Fgfr1<Hspy>,,EM:04921,
15916118,Chd7<Whi>,,EM:04923,
16207732,Chd7<Whi>,,EM:04923,
19809474,Chd7<Whi>,,EM:04923,
19855134,Chd7<Whi>,,EM:04923,
12036291,Sox2<lcc>,,EM:04925,
15846349,Sox2<lcc>,,EM:04925,
9435277,Sox2<lcc>,,EM:04925,
11753415,Sox2<lcc>,,EM:04925,
522864,Sox2<lcc>,,EM:04925,
23870131,Git2<Gt(XG510)Byg>,,EM:04926,
18231969,Tg(CEPHY152F7)12Hgc,,EM:04932,
19081073,Tg(CEPHY152F7)12Hgc,,EM:04932,
19801672,Cers2<Gt(S16-4B1)Sor>,,EM:04933,
19454673,Elavl1<tm1Dkon>,,EM:04960,
30532756,Elavl1<tm1Dkon>,,EM:04960,
20079728,Enpp2<tm1Vart>,,EM:04967,
20079728,Enpp2<tm1.1Vart>,,EM:04968,
19307312,Elavl1<tm1.2Dkon>,,EM:04969,
16168373,"Tg(LYZ-rtTA2S*M2,tetO-ELAVL1)632Dkon",,EM:04971,
17900353,Tg(Hnrnpa2b1-rtTA2S*M2)4Jstr,,EM:04972,
19398754,Hmox1<tm1.1Gkl>,,EM:04973,
10204494,Tnf<tm2Gkl>,,EM:04974,
26487367,Tnf<tm2Gkl>,,EM:04974,
1721867,Tg(TNF)197Gkl,,EM:04975,
9228047,Tg(Sat1)165bCwp,,EM:04987,
11348473,Tg(Sat1)165bCwp,,EM:04987,
10712633,Tg(Sat1)165bCwp,,EM:04987,
15159132,Tg(Sat1)165bCwp,,EM:04987,
17189273,Tg(Sat1)165bCwp,,EM:04987,
17485446,Tg(Sat1)165bCwp,,EM:04987,
19956992,Tg(Sat1)165bCwp,,EM:04987,
19956989,Tg(Sat1)165bCwp,,EM:04987,
20577801,Tg(Sat1)165bCwp,,EM:04987,
15958588,Tg(Sat1)165bCwp,,EM:04987,
15252047,Tg(Sat1)165bCwp,,EM:04987,
14552906,Tg(Sat1)165bCwp,,EM:04987,
17189273,Sat1<tm1Alh>,,EM:04988,
12000764,Sat1<tm1Alh>,,EM:04988,
17125596,Sat1<tm1Alh>,,EM:04988,
19164485,Sat1<tm1Alh>,,EM:04988,
20392931,Sat1<tm1Alh>,,EM:04988,
23224784,Tg(Myh6-tTA)6Smbf,,EM:04989,
21347410,Tg(Myh6-tTA)6Smbf,,EM:04989,
21360304,Tg(Myh6-tTA)6Smbf,,EM:04989,
23224784,"Tg(tetO-Hgf,-EGFP)24Tcre",,EM:04989,
21347410,"Tg(tetO-Hgf,-EGFP)24Tcre",,EM:04989,
21360304,"Tg(tetO-Hgf,-EGFP)24Tcre",,EM:04989,
19421151,"Tg(Cnp-TVA,-lacZ)B8Ubc",,EM:04993,
15502845,Tg(E2F1-luc)1Ech,,EM:04994,
19421151,"Tg(Cnp-TVA,-lacZ)B8Ubc",,EM:04995,
11544531,"Tg(Cnp-TVA,-lacZ)B8Ubc",,EM:04995,
19421151,Cdkn2a<tm2.1Rdp>,,EM:04995,
11544531,Cdkn2a<tm2.1Rdp>,,EM:04995,
19421151,"Tg(Cnp-TVA,-lacZ)B8Ubc",,EM:04996,
9393858,"Tg(Cnp-TVA,-lacZ)B8Ubc",,EM:04996,
19421151,Cdkn2a<tm1Cjs>,,EM:04996,
9393858,Cdkn2a<tm1Cjs>,,EM:04996,
8620534,"Tg(Cnp-TVA,-lacZ)B8Ubc",,EM:04997,
19421151,"Tg(Cnp-TVA,-lacZ)B8Ubc",,EM:04997,
8620534,Cdkn2a<tm1Rdp>,,EM:04997,
19421151,Cdkn2a<tm1Rdp>,,EM:04997,
18086863,Tln1<tm4.1Crit>,,EM:04999,
18086864,Tln1<tm4.1Crit>,,EM:04999,
19793892,Tln1<tm4.1Crit>,,EM:04999,
18086863,Tln2<tm2Crit>,,EM:05000,
18086864,Tln2<tm2Crit>,,EM:05000,
19793892,Tln2<tm2Crit>,,EM:05000,
19772884,Acaa1b<tm1Vnf>,,EM:05001,
15589695,Acaa1b<tm1Vnf>,,EM:05001,
9547354,Slc6a4<tm1Kpl>,,EM:05002,
8091214,Htr1b<tm1Rhn>,,EM:05003,
11919622,Htr1a<tm2Rhn>,,EM:05004,
19363478,Mir96<Dmdo>,,EM:05010,
13336002,Myo7a<sh1>,,EM:05011,
9435277,Myo7a<sh1>,,EM:05011,
9186010,Myo7a<sh1>,,EM:05011,
7870172,Myo7a<sh1>,,EM:05011,
6627025,Myo7a<sh1>,,EM:05011,
5795329,Myo7a<sh1>,,EM:05011,
14198707,Myo7a<sh1>,,EM:05011,
20137778,Sox2<ysb>,,EM:05015,
12036291,Sox2<ysb>,,EM:05015,
15846349,Sox2<ysb>,,EM:05015,
19389353,Six1<Cwe>,,EM:05016,
16207732,Chd7<Flo>,,EM:05017,
15353999,Chd7<Flo>,,EM:05017,
10900098,Myo6<Mhdatlc>,,EM:05018,
18833301,Myo6<Mhdatlc>,,EM:05018,
23870131,Git2<Gt(XG510)Byg>,,EM:05019,
9435277,Myo7a<sh1-6J>,,EM:05020,
9186010,Myo7a<sh1-6J>,,EM:05020,
7870172,Myo7a<sh1-6J>,,EM:05020,
11753415,Myo7a<sh1-6J>,,EM:05020,
9680294,Myo7a<sh1-6J>,,EM:05020,
7324900,Myo7a<sh1-6J>,,EM:05020,
12036291,Sox2<lcc>,,EM:05021,
15846349,Sox2<lcc>,,EM:05021,
9435277,Sox2<lcc>,,EM:05021,
11753415,Sox2<lcc>,,EM:05021,
522864,Sox2<lcc>,,EM:05021,
19772884,Acaa1b<tm1Vnf>,,EM:05039,
15589695,Acaa1b<tm1Vnf>,,EM:05039,
19706529,Bnc2<Gt(pU21)18Imeg>,,EM:05043,
15353999,Atp2b2<Obv>,,EM:05047,
18974863,Atp2b2<Obv>,,EM:05047,
10900098,Ostm1<om>,,EM:05048,
18833301,Ostm1<om>,,EM:05048,
23160729,Ostm1<om>,,EM:05048,
12919674,Efnb1<tm1Rha>,,EM:05101,
18250193,Tg(Col6a1-cre)1Gkl,,EM:05102,
20816174,Pomt1<tm1Jec>,,EM:05103,
15824086,Polh<tm1Crey>,,EM:05106,
18586118,Poli<Gt(S15-7G1)Sor>,,EM:05107,
26124279,Poli<Gt(S15-7G1)Sor>,,EM:05107,
15824086,Polk<tm1.1Rsky>,,EM:05122,
18586118,Polk<tm1.1Rsky>,,EM:05122,
19414788,Polk<tm1.1Rsky>,,EM:05122,
26124279,Polk<tm1.1Rsky>,,EM:05122,
15824086,Polh<tm1Crey>,,EM:05122,
18586118,Polh<tm1Crey>,,EM:05122,
19414788,Polh<tm1Crey>,,EM:05122,
26124279,Polh<tm1Crey>,,EM:05122,
15824086,Poli<Gt(S15-7G1)Sor>,,EM:05122,
18586118,Poli<Gt(S15-7G1)Sor>,,EM:05122,
19414788,Poli<Gt(S15-7G1)Sor>,,EM:05122,
26124279,Poli<Gt(S15-7G1)Sor>,,EM:05122,
19706529,Bnc2<Gt(pU21)18Imeg>,,EM:05123,
21617753,Lim2<Aca47>,,EM:05135,
21858205,Fgf9<Aca12>,,EM:05137,
21212184,Cryba2<Aca30>,,EM:05138,
19696184,Tg(Rip-RASA1*)1Wid,,EM:05139,
15899789,Tg(Tyr-NRAS*Q61K)1Bee,,EM:05143,
18006687,Tg(Tyr-NRAS*Q61K)1Bee,,EM:05143,
16029424,Tg(Tyr-NRAS*Q61K)1Bee,,EM:05143,
20718941,Tg(Tyr-NRAS*Q61K)1Bee,,EM:05143,
18633434,Tg(Tyr-NRAS*Q61K)1Bee,,EM:05143,
12100497,Dct<tm1(cre)Bee>,,EM:05144,
15060160,Dct<tm1(cre)Bee>,,EM:05144,
16314490,Dct<tm1(cre)Bee>,,EM:05144,
17616707,Dct<tm1(cre)Bee>,,EM:05144,
18632629,Dct<tm1(cre)Bee>,,EM:05144,
19855129,Dct<tm1(cre)Bee>,,EM:05144,
20123016,Dct<tm1(cre)Bee>,,EM:05144,
20144786,Dct<tm1(cre)Bee>,,EM:05144,
19692579,Tg(CAG-dre)1Afst,,EM:05147,
19692579,Gt(ROSA)26Sor<tm1Afst>,,EM:05148,
20506501,Tg(CAG-flpo)1Afst,,EM:05149,
19364815,Tg(MMTV-ERBB2*)#Arbs,,EM:05152,
17577581,Abca3<tm1.1Holz>,,EM:05153,
15788111,Tg(Fabp2-Arg1)1Wla,,EM:05158,
12438451,Tg(Fabp2-Arg1)1Wla,,EM:05158,
12081826,Tg(Fabp2-Arg1)1Wla,,EM:05158,
11584097,Tg(Fabp2-Arg1)1Wla,,EM:05158,
21239484,Tg(Fabp2-Arg1)1Wla,,EM:05158,
15788111,Tg(Fabp2-Arg1)1Wla,,EM:05159,
12438451,Tg(Fabp2-Arg1)1Wla,,EM:05159,
12081826,Tg(Fabp2-Arg1)1Wla,,EM:05159,
11584097,Tg(Fabp2-Arg1)1Wla,,EM:05159,
21239484,Tg(Fabp2-Arg1)1Wla,,EM:05159,
15788111,Tg(Fabp2-Arg1)1Wla,,EM:05160,
12438451,Tg(Fabp2-Arg1)1Wla,,EM:05160,
12081826,Tg(Fabp2-Arg1)1Wla,,EM:05160,
11584097,Tg(Fabp2-Arg1)1Wla,,EM:05160,
21239484,Tg(Fabp2-Arg1)1Wla,,EM:05160,
15710327,Tg(S100A8-PML/RARA)15Hdt,,EM:05184,
1373228,Prnp<tm1Cwe>,,EM:05204,
19138581,Rffl<tm1Cota>,,EM:05207,
15699105,Ctse<tm1Bchn>,,EM:05211,
18000662,Ctse<tm1Bchn>,,EM:05211,
15699105,Ctse<129S/SvHsd>,,EM:05213,
18000662,Ctse<129S/SvHsd>,,EM:05213,
20858605,Gjb6<tm1.1Fama>,,EM:05214,
20926451,Gjb2<tm2.1Kwi>,,EM:05215,
26070424,Gjb2<tm2.1Kwi>,,EM:05215,
21272575,Gjd4<tm1.1Malt>,,EM:05216,
11857817,Hprt<tm1(CMV-cre)Wtsi>,,EM:05217,
16807353,Tg(Gfap-PTEN*)6Rpm,,EM:05237,
17186024,Tg(Gfap-PTEN*)6Rpm,,EM:05237,
11161575,Tg(Tek-cre)1Ywa,,EM:05243,
15710327,Tg(S100A8-PML/RARA)16Hdt,,EM:05244,
15710327,Tg(S100A8-PML*K160R/RARA)21Hdt,,EM:05245,
21309074,Tg(Mlana-cre)5Bee,,EM:05247,
20856205,Tg(Mlana-cre)5Bee,,EM:05247,
22527485,Casr<BCH013>,,EM:05252,
10212244,Cert1<tm1.1Jsau>,,EM:05253,
11007769,Cert1<tm1.1Jsau>,,EM:05253,
17916599,Cert1<tm1.1Jsau>,,EM:05253,
21832087,Cert1<tm1.1Jsau>,,EM:05253,
1673234,Tg(Tyr)2222Lmon,,EM:05256,
20813760,Tg(Tyr)2222Lmon,,EM:05256,
1673234,Tyr<c>,,EM:05256,
20813760,Tyr<c>,,EM:05256,
1673234,Tg(Tyr)2331Lmon,,EM:05257,
20813760,Tg(Tyr)2331Lmon,,EM:05257,
1673234,Tyr<c>,,EM:05257,
20813760,Tyr<c>,,EM:05257,
1673234,Tg(Tyr)2028Lmon,,EM:05258,
20813760,Tg(Tyr)2028Lmon,,EM:05258,
1673234,Tyr<c>,,EM:05258,
20813760,Tyr<c>,,EM:05258,
1673234,Tg(Tyr)2231Lmon,,EM:05259,
20813760,Tg(Tyr)2231Lmon,,EM:05259,
1673234,Tyr<c>,,EM:05259,
20813760,Tyr<c>,,EM:05259,
1673234,Tg(Tyr)2131Lmon,,EM:05260,
20813760,Tg(Tyr)2131Lmon,,EM:05260,
1673234,Tyr<c>,,EM:05260,
20813760,Tyr<c>,,EM:05260,
1673234,"Tg(Tyr,aEHS1.4)2017Lmon",,EM:05261,
20813760,"Tg(Tyr,aEHS1.4)2017Lmon",,EM:05261,
1673234,Tyr<c>,,EM:05261,
20813760,Tyr<c>,,EM:05261,
1673234,"Tg(Tyr,aEHS1.4)2005Lmon",,EM:05262,
20813760,"Tg(Tyr,aEHS1.4)2005Lmon",,EM:05262,
1673234,Tyr<c>,,EM:05262,
20813760,Tyr<c>,,EM:05262,
21303696,Ndrg1<str>,,EM:05263,
9753619,Iapp<tm1Sgm>,,EM:05269,
9838101,Iapp<tm1Sgm>,,EM:05269,
14970190,Iapp<tm1Sgm>,,EM:05269,
16382151,Lrp1<tm1Ajmr>,,EM:05270,
16382151,Lrp1<tm2Ajmr>,,EM:05271,
16382151,Lrp1<tm3Ajmr>,,EM:05272,
19856143,Lrp1<tm3Ajmr>,,EM:05272,
16382151,Lrp1<tm4Ajmr>,,EM:05273,
19856143,Lrp1<tm4Ajmr>,,EM:05273,
18321860,Lrp1<tm4Ajmr>,,EM:05273,
19667105,Lrp1<tm4Ajmr>,,EM:05273,
20360257,Lrp1<tm4Ajmr>,,EM:05273,
16382151,Lrp1<tm5Ajmr>,,EM:05277,
19856143,Lrp1<tm5Ajmr>,,EM:05277,
16382151,Lrp1<tm6Ajmr>,,EM:05278,
18852295,Hint1<tm1Ibw>,,EM:05279,
16186798,Hint1<tm1Ibw>,,EM:05279,
12810953,Hint1<tm1Ibw>,,EM:05279,
21316396,Hint1<tm1Ibw>,,EM:05279,
17613434,Tg(S100A8-PML/RARA*M883R*T886R)14Hdt,,EM:05281,
1418983,Tg(H2K<b>-lacZ)1Cba,,EM:05282,
8133892,Tg(H2K<b>-lacZ)1Cba,,EM:05282,
